artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Eduard Strauss,"Mit Extrapost, Polka schnell, Op. 259",4G6AJnQGh0rq2kSL54zLyC,9,0.595,0.647,4,-13.076,0,0.366,0.792,0.897,0.711,0.649,87.534,140427,4
Vishal Dadlani,Ud-daa Punjab,7yn0E97MoGLBaW8mqIwqNr,52,0.909,0.906,1,-3.701,1,0.206,0.09,1.25e-05,0.287,0.625,121.996,274701,4
Eduard Strauss,"Außer Rand und Band, Polka schnell, Op. 168",4LWrNOpOe1Q8uX04qDg0of,9,0.59,0.716,2,-14.584,1,0.39,0.798,0.836,0.687,0.71,160.903,128653,4
Willy William,Paris,5N6WT7NkrBRpQ9vYszmbmS,53,0.756,0.79,8,-4.978,1,0.0374,0.0307,0.000157,0.146,0.234,102.018,195387,4
Johann Strauss I,"Seufzer-Galopp, Op. 9",0g3mA13f4wKOQdtpNcsaO9,8,0.485,0.653,2,-14.52,1,0.179,0.742,0.724,0.728,0.192,88.25,131680,4
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4dASQiO1Eoo3RJvt74FtXB,77,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,243491,4
Johann Strauss II,"Sängerslust, Polka française, Op. 328",2r6FfdhDrGLDU6FZ8s1TJq,8,0.42,0.296,0,-14.85,1,0.0521,0.942,0.619,0.668,0.452,89.481,227200,4
Armaan Malik,Sab Tera,5uUEytfFSWfTzu5EqZxQju,52,0.505,0.642,7,-5.864,1,0.0339,0.643,0.0,0.151,0.427,159.775,228117,4
Johann Strauss II,Eine Nacht in Venedig: Ouvertüre,121whtOoucrhiwcwuVntOc,9,0.239,0.221,0,-16.03,1,0.0402,0.872,0.867,0.702,0.155,154.976,489427,4
The Weeknd,Reminder,37F0uwRSrdzkBiuj0D5UHI,73,0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,218880,4
Johann Strauss II,"Auf der Jagd, Polka schnell, Op. 373",05CIuBePrsBrh01uaMGxKi,9,0.53,0.574,9,-13.571,1,0.304,0.83,0.945,0.678,0.426,88.776,151307,4
The Lumineers,Ophelia,5NORWMFC27ywGSZxi8uquP,79,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4
Dani Row,Drumsta Monsta,5wDejV6xISat3JO96Kmfbi,31,0.806,0.892,2,-4.523,1,0.0422,0.00245,0.917,0.0671,0.317,128.006,331890,4
Arijit Singh,Ishq Mubarak,4M513o3dSYspKeT6UNJpcx,52,0.48,0.736,0,-6.477,0,0.0363,0.424,3.92e-06,0.128,0.642,93.944,296600,4
DJ Isaac,Bitches 2016,4YQzvREDzWILo9abXVaXnS,7,0.566,0.988,10,-4.323,0,0.0971,0.000211,0.247,0.136,0.582,150.007,194677,4
Udit Narayan,"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")",6jyIymhrFptrIXBjSyQ2HX,53,0.628,0.665,7,-9.988,0,0.0428,0.332,1.94e-06,0.238,0.731,80.709,426632,4
Iron Maiden,"Wasted Years - Live at HSBC Arena, Rio De Janeiro, Brazil - 17th March 2016",2hnJ1l71RzvHMYR9nuDpfE,29,0.193,0.994,9,-3.51,1,0.17,0.000217,4.15e-05,0.921,0.088,158.832,338547,4
Harrdy Sandhu,Hornn Blow,170bb45dHeLQdCZjAltIiB,52,0.723,0.698,0,-3.155,0,0.287,0.209,0.000795,0.0513,0.529,169.837,146431,4
The Cars,Cruiser - 2016 Remaster,1jSAKFwdZED4RKspXUGFHu,6,0.771,0.826,9,-6.412,1,0.0309,0.111,0.0698,0.377,0.781,138.612,296893,4
Crush,Beautiful,6mzF8HvHdVrzJNd8M1uFCS,69,0.416,0.41,10,-6.146,1,0.0292,0.843,0.0,0.107,0.219,110.252,227584,4
ABSRDST,BEASTAR,0nyDtsvKDamjracZKXnMjA,9,0.641,0.667,0,-6.989,1,0.0433,0.166,0.123,0.591,0.62,79.978,206903,4
Meet Bros.,Dil Mein Chhupa Loonga,1kq9Ui5HZg2vTApVB0Cbru,52,0.607,0.658,11,-7.152,0,0.0305,0.573,0.000988,0.109,0.383,81.003,331826,4
The Cars,Panorama - 2016 Remaster,4KMA6iDuzV9vMxzGtTF56s,6,0.517,0.615,11,-8.223,1,0.0278,0.442,0.29,0.1,0.535,171.503,345093,4
Lukas Graham,Mama Said,5ArQzSBevAdXTxRY6Ulhbq,75,0.712,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,206903,4
ABSRDST,Dido Song on the Radio,15YKmxFnpD0UUwQ4c3Tudi,9,0.624,0.693,6,-9.985,0,0.046,0.00407,0.0959,0.375,0.474,93.033,220094,4
Charlie Puth,One Call Away,37R0bQOQj5a7DOqh1TGzvB,71,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4
ABSRDST,Copykat,2wOw0KoTl8n6fTqQGlTVWN,9,0.745,0.638,1,-7.721,1,0.105,0.00163,0.631,0.301,0.329,87.983,164205,4
Meet Bros.,Befikra,06wTXKpDMrSp5OfB7MErpx,52,0.6,0.979,10,-3.513,1,0.243,0.138,0.0,0.1,0.453,137.06,351579,4
ABSRDST,Diddy Kong + The Red Army,3j4bcu4AGouqte3EN7Xx3H,8,0.333,0.84,5,-7.704,0,0.0637,0.00996,0.124,0.19,0.823,181.568,207490,3
Little Mix,Shout Out to My Ex,0ErK6K0kYr0Ow2RkPMhmMs,77,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,246240,4
The Cars,Double Trouble - 2016 Remaster,5ybMu5FrH2zLD84WWbAyaM,6,0.5,0.931,11,-5.17,0,0.0345,0.0272,0.00863,0.168,0.49,96.183,254520,4
The Cars,Down Boys - 2016 Remaster,6IC1AAh8IAxBc5Wmby63ZL,5,0.521,0.885,11,-7.352,0,0.15,0.418,1.41e-05,0.218,0.508,154.308,187027,4
Pritam,Sau Tarah Ke,54SQet8YMttOgTqDNGcGpe,52,0.702,0.773,11,-4.79,1,0.0618,0.0469,0.0,0.171,0.719,133.888,238994,4
Akala,Absolute Power - 2016 Mix,2nOSjZSOEKtpF2H5r4wLOu,23,0.48,0.81,5,-6.58,1,0.272,0.0393,0.0,0.431,0.396,94.691,346107,4
BTS,Lie,2cn8rNlgnQOJoqWqXRvWQu,70,0.542,0.777,6,-5.582,0,0.033,0.00331,0.0,0.178,0.503,94.069,215753,3
The Cars,I Refuse - 2016 Remaster,2TxMMIOF2H6WIYwp6Mu0Op,5,0.805,0.793,5,-7.939,1,0.0273,0.0133,0.00073,0.0758,0.688,131.155,195880,4
Jubin Nautiyal,Kisi Se Pyar Ho Jaye,2RIFyeYTPMHesJsWPW2Z8v,52,0.615,0.58,9,-7.477,0,0.0411,0.332,0.0,0.148,0.498,87.977,250457,4
The Cars,Misfit Kid - 2016 Remaster,5k16ZY4qvQX85mENFTySJv,5,0.864,0.606,0,-9.563,1,0.0383,0.192,0.000623,0.0902,0.773,128.796,272080,4
Anirudh Ravichander,What a Karavaad,5EjVRbQFSLYyeNLlO7qGLY,52,0.431,0.794,6,-5.78,0,0.428,0.0759,0.0,0.85,0.448,75.028,267943,4
The Cars,Stranger Eyes - 2016 Remaster,3AZVRJ3YKlnVszwEDp2vG1,6,0.667,0.699,4,-7.57,0,0.0469,0.0134,0.0211,0.0689,0.746,153.056,264827,4
Armaan Malik,Kuch To Hai,0uFosRhSqfxPxYhn6TWRpC,51,0.487,0.321,4,-10.915,0,0.0261,0.793,0.000242,0.166,0.202,95.001,248105,4
The Cars,Fine Line - 2016 Remaster,1ZTHP9HD7blynk7K6kLLoe,5,0.604,0.45,9,-10.973,0,0.0282,0.587,0.0601,0.119,0.305,128.233,322880,4
Gurinder Seagal,Gf Bf,2nqW35XEeEI4HI8bDTcXFU,51,0.776,0.499,7,-6.89,0,0.0521,0.246,5.91e-05,0.18,0.463,93.989,314491,4
Pink Floyd,Childhood's End - 2016 Remix,4ko0fuvgg0JcnEeT3LemUG,20,0.637,0.414,9,-12.965,1,0.041,0.067,0.000183,0.0937,0.191,125.027,273347,4
K. S. Chithra,Konji Pesida Venaam,5QoCBy9eUHYkeWpEpzAud9,52,0.756,0.661,2,-5.769,0,0.0972,0.187,6.26e-06,0.0774,0.635,88.001,226784,4
The Cars,Gimme Some Slack - 2016 Remaster,5yJyLNtQnYRibDd6AmoQ0s,6,0.608,0.733,9,-6.876,1,0.0298,0.0404,0.000276,0.0919,0.759,144.484,214187,4
Arijit Singh,Naan Un,0cXVxSdii7K2ArGhIlFDMc,50,0.47,0.521,6,-11.142,0,0.0391,0.579,3.46e-06,0.112,0.328,142.266,288360,3
The Cars,Lust for Kicks - 2016 Remaster,0wAhYVqDSDUXBs9Sfoun37,7,0.787,0.496,4,-9.423,1,0.0337,0.00733,0.0237,0.14,0.896,121.027,232693,4
Shahid Mallya,Ikk Kudi,1NgRBQQD8ZHy6lv79KyeZO,51,0.641,0.374,11,-6.731,1,0.0284,0.723,1.64e-05,0.135,0.265,120.035,242862,4
The Cars,Shoo Be Doo - 2016 Remaster,1o4vW1WOW5QRrNQZgRORux,6,0.547,0.814,4,-11.441,0,0.0525,0.313,0.0708,0.142,0.457,93.83,98387,4
Arijit Singh,"Kabhi Jo Baadal Barse (From ""Jackpot)",2dOWkdPfiT9SU2Wm734Rh6,53,0.451,0.449,0,-6.702,0,0.0293,0.261,0.0,0.143,0.217,149.768,254300,4
The Cars,Looking for Love - 2016 Remaster,05RbCFmsP8ooDO667xvmjm,5,0.661,0.768,0,-7.202,1,0.0313,0.102,0.0724,0.162,0.96,153.381,231547,4
Zack Knight,Dum Dee Dum,1yDUpKMNCmKmAqIICkhlzJ,55,0.785,0.694,1,-5.231,1,0.0696,0.00536,4.03e-06,0.0271,0.383,92.002,175672,4
The Cars,Running to You - 2016 Remaster,52IPiFmo5oBAunWiSPJPHc,5,0.683,0.774,3,-9.346,1,0.0317,0.142,0.00102,0.196,0.787,134.986,201627,4
Ariana Grande,Dangerous Woman,3nef5W8jTkXrOKgCu4kmq7,74,0.662,0.602,4,-5.369,0,0.0401,0.0529,0.0,0.356,0.29,133.969,235947,3
The Cars,Think It Over - 2016 Remaster,4Ske7Sp8khm6qI8KRw3E8p,5,0.691,0.801,7,-6.397,1,0.055,0.178,0.0041,0.288,0.956,158.895,296053,4
Meet Bros.,Gal Ban Gayi,5RHUlxtZy1CeR4mGFftLoF,52,0.722,0.933,1,-3.173,1,0.069,0.203,5.21e-06,0.166,0.842,108.002,254789,4
The Cars,Leave or Stay - 2016 Remaster,3Tlzir9Xn7Lzhhtrnj2iD2,5,0.617,0.943,4,-6.912,1,0.0377,0.0263,0.00134,0.527,0.749,126.234,176560,4
DJ Snake,Middle,0g5EKLgdKvNlln7TNqBByK,77,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,220573,4
The Cars,Up and Down - 2016 Remaster,3a6YPMxzm8pjAnoxJnKywu,5,0.613,0.888,4,-6.619,1,0.0423,0.525,0.00126,0.107,0.593,145.56,217347,4
Vishal-Shekhar,Jag Ghoomeya,4KCbZcshgibfJSCAkg87Lv,52,0.484,0.565,11,-7.954,1,0.0347,0.479,2.13e-06,0.105,0.607,82.653,281992,4
The Cars,A Dream Away - 2016 Remaster,6ZeMrJtDwOu1lC0nXCBnpC,6,0.655,0.616,1,-9.317,1,0.0312,0.00346,0.359,0.163,0.727,106.056,340227,4
Sickick,Intro (Infected),7a1UiDLvw2yyuRPtANObXb,61,0.524,0.563,3,-13.43,0,0.0778,0.466,0.679,0.21,0.19,178.332,294607,4
The Cars,Strap Me In - 2016 Remaster,3tbFH0Y53209c1LSJ16sKk,7,0.547,0.902,9,-4.926,0,0.0412,0.0551,0.0751,0.219,0.53,112.157,264280,4
Sanam,Hai Apna Dil To Aawara,0gWQyG8QoBmB3HmvGugBWH,50,0.745,0.605,9,-7.091,1,0.0299,0.0267,0.0,0.098,0.963,115.942,200690,4
The Cars,Victim of Love - 2016 Remaster,4vLxUs5AaSDQHoBJ2dgMaK,6,0.805,0.612,11,-7.024,1,0.0432,0.139,0.00232,0.0949,0.775,129.014,264320,4
Tanishk Bagchi,Bolna,7zn5ecZSwGsLTi1wgxyVzd,51,0.488,0.403,5,-7.004,1,0.0272,0.598,4.26e-06,0.434,0.495,131.496,212832,3
Jamrud,Kabari Aku,5aWyWvhEryrK5b4V66jHKI,9,0.678,0.78,10,-5.671,1,0.06,0.012,2.12e-05,0.062,0.353,91.976,260000,4
Sanam,Pehla Nasha,2rWYfMbQgHYXPEzbhN65Ys,50,0.543,0.639,6,-8.36,1,0.0376,0.493,0.000111,0.119,0.583,153.966,224210,4
Chris Schweizer,Scorpion,5f7ElzaYoGGtVm96PMiNsv,9,0.629,0.953,1,-5.017,1,0.0422,0.00057,0.804,0.104,0.403,137.991,168723,4
Post Malone,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,80,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4
Fifty Vinc,Sweet Dreams - BBoy Mix,2EIn6kf8KJEULlEwvlT4jP,25,0.677,0.809,8,-6.61,1,0.0336,6.46e-05,0.732,0.28,0.564,127.013,201933,4
Lost Frequencies,Are You With Me,4255amV4enzl28KAn16rUO,70,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02,138013,4
Jamrud,Jahanam & Bajingan,7c2q90ptJVYAJ63PKApQRS,8,0.586,0.842,0,-5.085,1,0.0485,0.00018,0.00471,0.101,0.254,102.029,309947,4
Neeraj Arya's Kabir Cafe,Matkar Maya Ko Ahankar,18dts4OqWOQTGFlMTGodkk,50,0.797,0.515,1,-6.289,1,0.0257,0.614,1.32e-05,0.138,0.612,107.48,365673,1
Jamrud,Putri,5StWL69GqlJjZGwOuNr9T9,9,0.683,0.936,9,-3.93,0,0.0685,0.00377,3.52e-05,0.0572,0.374,120.042,288000,4
Arjun Kanungo,Fursat,1pQS8KQd8fj2KRjnYBk0RD,51,0.465,0.587,7,-6.078,1,0.0337,0.00271,0.0,0.138,0.309,122.001,276747,4
Jamrud,Asal British,2oVyveKuvXo05FIvoSMxm9,9,0.684,0.972,0,-3.54,1,0.0678,0.00931,7.83e-05,0.074,0.337,119.995,296000,4
BTS,Run,3SESmwaRfVQddNhwCSKQur,68,0.577,0.875,6,-2.944,0,0.0445,0.00165,0.0,0.0892,0.522,132.943,236334,4
Twisted Sister,I Wanna Rock - 2016 Remaster,62RWY8Qy1dY0D58OqVgekR,32,0.571,0.765,2,-8.574,1,0.036,0.000897,4.99e-06,0.314,0.558,106.151,183773,4
BIGBANG,BANG BANG BANG,3dI59jLoFMjMAyUAyRZnkE,68,0.69,0.843,1,-2.949,1,0.0534,0.0167,0.0,0.346,0.428,135.01,220178,4
The Cars,Ta Ta Wayo Wayo - 2016 Remaster,5Ee4sHInSLOIWUHbRGWQPA,5,0.464,0.96,2,-6.175,1,0.0409,0.00465,0.0021,0.463,0.822,75.081,171760,4
Weißes Rauschen HD,Weißes Rauschen: Baby Schlafhilfe,2gdCsrNrQlMj2EFnsMFUHA,65,0.0788,9.94e-05,10,-26.43,1,0.193,0.117,0.194,0.327,0.0,168.156,88230,1
The Cars,Wound Up on You - 2016 Remaster,71cGwVYE9ETtYjfvHra1SX,5,0.623,0.598,4,-8.494,0,0.0247,0.399,0.438,0.0875,0.305,93.093,300307,4
The Cars,Coming Up on You - 2016 Remaster,3q4U3GnK43ThBuXVV1GdNf,5,0.746,0.758,2,-7.822,1,0.0313,0.511,0.000413,0.216,0.845,131.232,258800,4
Satinder Sartaaj,Sajjan Raazi,6jMqg2dTEzX78Bo1JYSERE,51,0.715,0.883,6,-3.606,1,0.0435,0.659,0.0,0.127,0.962,140.035,332225,4
The Cars,Don't Tell Me No - 2016 Remaster,0xeLuaE6LtNJKmMwqZftaf,6,0.627,0.763,11,-7.61,0,0.0402,0.166,5.23e-05,0.174,0.435,121.615,242880,4
D. Imman,Senthoora,6LtQGnMSsQ859t930Anbyk,52,0.427,0.646,4,-1.708,0,0.03,0.163,0.0,0.301,0.543,159.998,264314,3
The Cars,This Could Be Love - 2016 Remaster,1Ib9WXY7TNHWl5Aq8DAf9U,5,0.725,0.524,2,-8.986,1,0.03,0.0188,0.774,0.126,0.389,119.919,266747,4
Nucleya,Let's Nacho,4mQpBIJKBpd8lcrtZ73SP8,51,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,215076,4
The Cars,It's Not the Night - 2016 Remaster,1RWTXgkYId5MwIiuoFb3Mi,6,0.769,0.723,2,-7.96,0,0.0434,0.157,0.000473,0.327,0.601,127.909,228760,4
Meet Bros.,High Heels Te Nachche,1bAa1OyefOhXdqnL8dlxFt,51,0.796,0.85,1,-3.641,1,0.203,0.0992,0.0,0.129,0.559,136.03,212116,4
Amin Cruiser,7 Years,2RnK2iIoy7Q4wOsZ6F3KIp,13,0.605,0.77,10,-7.6,1,0.193,0.128,3.33e-05,0.195,0.483,119.985,226302,4
Arko,Saathi Rey,6P0XrGFaGfNh0ObmhSTKW2,51,0.551,0.387,6,-7.647,1,0.0375,0.361,0.0,0.109,0.255,81.222,272000,4
Tiff Massey,Detroit Is Black,4JQWThR8tjyp57cJXpkzF0,8,0.947,0.401,11,-12.711,0,0.244,0.00673,0.000296,0.073,0.59,125.051,297000,4
Shrey Singhal,Jahaan Tum Ho,5lHouRxZwVZ6g0rov8gMYT,50,0.424,0.846,9,-5.775,0,0.0573,0.238,5.09e-06,0.114,0.453,80.093,217275,4
The Busters,Mickey Mouse in Moscow - Live 2016,6bJUuAYyFlwaRC2YatFHoH,5,0.391,0.875,11,-5.654,0,0.164,0.127,0.00208,0.566,0.226,93.363,316603,4
Darshan Raval,Main Woh Chaand,06uNwpGEx0XElATDWFwsxZ,50,0.583,0.45,5,-7.218,0,0.0292,0.364,0.00166,0.141,0.217,92.043,322809,4
Bingo Players,Tom's Diner - Bingo Players 2016 Re-Work,4cvLZdUaCdDbp84CtAT62K,7,0.747,0.785,1,-3.86,0,0.0369,0.0142,0.218,0.0404,0.565,124.998,144000,4
Yo Yo Honey Singh,Call Aundi,4QL3uGdj4WNW40o3Vq33sw,50,0.656,0.701,10,-4.964,0,0.0387,0.578,0.0,0.137,0.664,159.934,216549,4
Die Krupps,Fatherland (Live),44AlhD8Ljb1Ros6Xy7MLSa,9,0.527,0.874,7,-6.768,1,0.0384,8.8e-05,0.766,0.481,0.0943,119.995,289467,4
Ankit Tiwari,Tay Hai,7cLL8r2zejJqJJrpkybCiM,50,0.398,0.292,0,-12.256,1,0.041,0.898,1.49e-05,0.112,0.154,127.339,227840,4
The Mahones,A Great Night on the Lash (2016),3bIlpEjrgh6YbteOxXzn8r,6,0.183,0.96,7,-4.624,1,0.0652,0.0415,0.000431,0.87,0.545,155.066,231520,4
The Weeknd,Party Monster,4F7A0DXBrmUAkp32uenhZt,72,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525,249213,4
The Cars,Got a Lot on My Head - 2016 Remaster,6OFLZXWtBxUgwS2JS9tcRG,7,0.555,0.953,0,-5.59,1,0.0606,0.0143,0.0,0.149,0.854,150.88,179333,4
Fat Joe,All The Way Up,61QSuw5VlC0LTS8WMO356g,68,0.536,0.721,10,-6.44,0,0.386,0.062,0.0,0.824,0.393,117.139,191942,5
The Cars,I'm in Touch with Your World - 2016 Remaster,2LPZKNfryAR1OXjbPEOGkn,7,0.841,0.446,6,-8.9,1,0.0326,0.0156,0.00116,0.0773,0.861,111.942,210427,4
Jubin Nautiyal,Telusaa Telusaa,1jz0PUb4rChtZUk4Itn1Co,50,0.499,0.636,4,-8.176,1,0.0558,0.769,0.0087,0.113,0.35,167.953,264544,4
The Cars,You Can't Hold on Too Long - 2016 Remaster,0i2PwBsyeh7dfaiXaoRJnN,6,0.675,0.693,11,-8.48,1,0.0359,0.102,6.48e-06,0.346,0.775,117.595,169107,4
Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",3odrUVQ9tvRpkC9II2oWzx,78,0.473,0.518,1,-8.1,1,0.0405,0.553,1.26e-06,0.111,0.18,96.129,240867,4
Bonnie Raitt,Under the Falling Sky - 2008 Remaster,2MudJh6sibKdHM0iUUhQae,8,0.33,0.906,0,-5.725,1,0.0969,0.111,0.000322,0.149,0.547,132.805,225627,4
PLVTINUM,Champagne & Sunshine,77U6kcldLRFl9vCfaw11Sr,76,0.607,0.522,5,-10.028,0,0.0704,0.0553,0.0,0.0909,0.265,109.961,196364,4
Bonnie Raitt,I'm Blowin' Away - 2008 Remaster,2VgVrf2XT4kmJePzaFqjIw,8,0.306,0.245,0,-9.771,1,0.0289,0.713,0.0,0.0966,0.141,130.056,205907,4
Bonnie Raitt,Bluebird - 2008 Remaster,2qgOxYWuCW0FIRNXAtkkhw,9,0.62,0.569,10,-7.618,1,0.03,0.838,0.483,0.235,0.789,125.93,209133,4
Santhosh Narayanan,Ei Suzhali,2lOrPIWA114GA1OFEcHc8R,51,0.797,0.279,0,-8.947,0,0.423,0.781,0.000101,0.326,0.813,180.066,217459,4
Bonnie Raitt,Good Enough - 2008 Remaster,1nlXJtomSiKmNlizhfgOew,8,0.76,0.568,7,-6.673,1,0.039,0.463,0.0,0.271,0.889,111.84,176333,4
Momina Mustehsan,Tera Woh Pyar (Nawazishein Karam),35XOutkHJChtKfO4kG6CED,51,0.317,0.611,11,-5.27,1,0.0309,0.501,0.0,0.104,0.422,109.937,425000,4
Bonnie Raitt,My First Night Alone Without You - 2008 Remaster,4e440gcHZhZHn5Wau5aDeR,9,0.467,0.24,10,-14.169,0,0.0316,0.569,0.00178,0.237,0.248,129.137,183200,4
Bruno Mars,24K Magic,6b8Be6ljOzmkOmFslEb23P,78,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4
Bonnie Raitt,That Song About the Midway - 2008 Remaster,0MVWbAlMwOO7JJ1N9m0csl,9,0.642,0.348,9,-10.044,1,0.0315,0.841,0.000341,0.105,0.392,122.555,284600,4
blackbear,idfc - Tarro Remix,1wsZ0cp5He4Wm4yohNjwIs,68,0.58,0.694,1,-5.45,0,0.221,0.481,1.18e-06,0.109,0.389,139.751,248633,4
Various Artists,Neujahrsgruß / New Year's Address / Allocution du Nouvel An,5qtUEslqSAO6Q0L0KedWjb,6,0.404,0.919,6,-22.073,0,0.192,0.727,1.05e-05,0.166,0.0296,97.55,43627,5
Drake,Hotline Bling,0PVLrYwxpQQts9CvEXLcWx,50,0.892,0.628,2,-7.77,1,0.0548,0.00268,0.000411,0.0463,0.62,134.961,267187,4
Masters & Nickson,Out There (Mix Cut) - Robert Nickson 2016 Remix,3eqluvBo9INgHcEeN2nzfa,6,0.429,0.968,1,-6.191,0,0.039,4.19e-06,0.562,0.0833,0.214,133.991,114627,4
Rae Sremmurd,Black Beatles,6fujklziTHa8uoM5OQSfIo,75,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,291893,4
Coone,D.W.X. (10 Years Dirty Workz Mix),4q7NRYgOTVN0ZOPrbqEAk7,37,0.537,0.952,0,-3.72,1,0.0676,0.00723,0.054,0.307,0.335,149.955,321968,4
Jubin Nautiyal,Kaabil Hoon,0Bph99neebTJZ6rsIhd0sN,50,0.662,0.873,11,-3.927,1,0.0489,0.043,1.71e-06,0.338,0.532,89.972,314063,4
Paul Carrack,"That's How I Feel - Live at Preston Guild Hall, 2016",5AMsPUgnhRCBQwQnVyW8vD,5,0.662,0.425,2,-10.662,1,0.0285,0.473,0.000534,0.705,0.389,119.939,234883,4
Jennifer Lopez,Ain't Your Mama,2hgzdQdnfWwtdpZbhZlV72,71,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,218235,4
Alex Whichello,Radioactive,2npxB9SmT6kwDiyU2MSvRM,9,0.498,0.525,7,-8.199,1,0.0357,0.445,0.0,0.302,0.484,148.157,220566,4
Armaan Malik,"Kuch To Hai (From ""Do Lafzon Ki Kahani"")",4Itl3EiMmB9S4VNiRQTHHz,50,0.487,0.321,4,-10.915,0,0.0261,0.793,0.000242,0.166,0.202,95.001,248105,4
Edwin Yearwood,Heart Of Me (feat. Giselle The Wassi One),0fhutPx9bcRYsP1GD6RTKZ,5,0.655,0.941,6,-4.688,1,0.0788,0.115,0.0,0.0799,0.927,121.981,231640,4
Arijit Singh,"Tose Naina (From ""Mickey Virus)",2fMlezwwP5Hr1UwuAknN4o,50,0.523,0.561,4,-6.474,1,0.0329,0.426,0.0,0.109,0.31,139.885,263549,4
Johann Strauss II,"Vergnügungszug, Polka schnell, Op. 281",7dT3R2MrvXZTeCFywVCFgS,11,0.539,0.467,4,-14.6,1,0.211,0.749,0.578,0.711,0.602,86.782,181493,4
Sukhwinder Singh,"Chaiyya Chaiyya (From ""Dil Se"")",7ltsfuHdqTZ5LwPpDy1q0v,52,0.786,0.579,2,-14.913,1,0.142,0.186,0.0,0.118,0.481,90.012,416613,4
Johann Strauss II,Fürstin Ninetta: Entr'acte Akt III,08hkixMDhcTnd5MXRvwEOf,7,0.122,0.0534,2,-24.707,1,0.0449,0.939,0.424,0.707,0.0763,163.381,220093,3
Ankit Tiwari,Badtameez,5AHeEE61icHdlwODJNGhgh,49,0.491,0.845,4,-4.274,0,0.0395,0.135,0.0,0.284,0.323,105.994,344210,4
Puchi Colon,I Can Only Imagine,3vAaeevIvg7hPF00E4NlZi,6,0.683,0.714,4,-8.702,1,0.0566,0.706,0.00676,0.102,0.741,174.018,305764,4
Raftaar,Dhaakad,75XthnFP7DNG48s4gtNIkS,50,0.875,0.743,7,-5.674,1,0.0479,0.0768,0.0,0.0651,0.612,105.953,176604,4
Croatia Squad,Make Your Move - Short Edit,6EFaczysrcxLVpHByNs2Mh,7,0.817,0.752,9,-4.672,0,0.082,0.122,0.488,0.416,0.664,120.991,221653,4
Ajay Gogavale,Zingaat,3h4SABo6CjPhJhWJK0rgrU,49,0.767,0.855,9,-8.775,1,0.0853,0.473,0.219,0.165,0.677,130.01,226523,4
Puchi Colon,Thank You,6DQMOtyONOMVPAgG15VgYo,5,0.675,0.789,0,-7.378,1,0.0494,0.7,0.000194,0.0683,0.868,178.032,288785,4
Culture Code,Make Me Move,4DHRbvvQyC3mBa3Y0JNl4n,60,0.541,0.65,8,-4.665,0,0.0414,0.211,0.000128,0.1,0.356,95.019,197053,4
Ninja,Oh Kyu Ni Jaan Ske,2myTJFOpdvxkUYXzyvZh0m,50,0.546,0.599,11,-2.749,0,0.0505,0.695,0.0,0.129,0.326,79.813,221178,4
Santhosh Narayanan,Maya Nadhi,3unti8bdiV2N4wzFTtR4EF,50,0.682,0.305,3,-10.925,0,0.0415,0.715,0.00363,0.0907,0.404,135.861,275043,4
ABSRDST,Return 2 Dust,3SanvjdvnbPd8Wc8y1tG0n,6,0.251,0.302,11,-13.208,1,0.0498,0.252,0.204,0.188,0.0462,178.37,291962,3
Dhee,Ey Sandakaara,2UwM1cFgYjQ4U1ntbu6vKl,50,0.743,0.232,0,-9.646,0,0.0784,0.581,4.89e-06,0.181,0.646,139.994,251340,3
ABSRDST,Vore,0fbKj3nuDpcf24OajQAMt2,7,0.527,0.493,7,-7.671,1,0.0363,0.00131,0.000813,0.407,0.13,95.028,145893,4
Alessia Cara,"How Far I'll Go - From ""Moana""",5EbX5xL3O2xT8FxCpYzgUO,67,0.309,0.544,9,-9.621,1,0.352,0.155,0.000265,0.0727,0.16,180.979,175517,4
